Name	Year
Fulvivirga imtechensis	2012
Fulvivirga kasyanovii	2007
Fulvivirga lutimaris	2016
Fundibacter jadensis	1999
Fusibacter bizertensis	2015
Fusibacter fontis	2015
Fusibacter paucivorans	1999
Fusibacter tunisiensis	2012
Fusobacterium alocis	1985
Fusobacterium canifelinum	2004
Fusobacterium equinum	2001
Fusobacterium gastrosuis	2017
Fusobacterium gonidiaformans	1970
Fusobacterium mortiferum	1970
Fusobacterium naviforme	1970
Fusobacterium necrogenes	1970
Fusobacterium necrophorum	1969
Fusobacterium nucleatum	1922
Fusobacterium perfoetens	1973
Fusobacterium periodonticum	1984
Fusobacterium plautii	1928
Fusobacterium polysaccharolyticum	1981
Fusobacterium prausnitzii	1970
Fusobacterium pseudonecrophorum	1990
Fusobacterium russii	1970
Fusobacterium simiae	1982
Fusobacterium sulci	1985
Fusobacterium ulcerans	1988
Fusobacterium varium	1969
Gabonibacter massiliensis	2017
Gaetbulibacter aestuarii	2012
Gaetbulibacter aquiaggeris	2016
Gaetbulibacter lutimaris	2013
Gaetbulibacter marinus	2008
Gaetbulibacter saemankumensis	2005
Gaetbulicola byunsanensis	2010
Gaetbulimicrobium brevivitae	2006
Gaiella occulta	2012
Galbibacter marinus	2013
Galbibacter mesophilus	2007
Galbitalea soli	2014
Galenea microaerophila	2012
Gallaecimonas pentaromativorans	2010
Gallaecimonas xiamenensis	2013
Gallibacterium anatis	2003
Gallibacterium melopsittaci	2009
Gallibacterium salpingitidis	2009
Gallibacterium trehalosifermentans	2009
Gallicola barnesae	2001
Gallionella ferruginea	1838
Galliscardovia ingluviei	2017
Gangjinia marincola	2011
Garciella nitratireducens	2003
Gardnerella vaginalis	1980
Garicola koreensis	2015
Garritya polymorpha	2017
Gelatiniphilus marinus	2016
Gelidibacter algens	1997
Gelidibacter gilvus	2005
Gelidibacter mesophilus	2002
Gelidibacter salicanalis	2005
Gelidibacter sediminis	2015
Gellertiella hungarica	2017
Gelria glutamica	2002
Gemella asaccharolytica	2010
Gemella bergeri	1998
Gemella cuniculi	2000
Gemella haemolysans	1960
Gemella morbillorum	1988
Gemella palaticanis	1999
Gemella parahaemolysans	2014
Gemella sanguinis	1999
Gemella taiwanensis	2014
Geminicoccus roseus	2008
Gemmata obscuriglobus	1985
Gemmatimonas aurantiaca	2003
Gemmatimonas phototrophica	2015
Gemmiger formicilis	1975
Gemmobacter aquaticus	2013
Gemmobacter aquatilis	1988
Gemmobacter caeni	2013
Gemmobacter changlensis	2013
Gemmobacter fontiphilus	2013
Gemmobacter intermedius	2015
Gemmobacter lanyuensis	2013
Gemmobacter megaterium	2014
Gemmobacter nanjingensis	2013
Gemmobacter nectariphilus	2013
Gemmobacter straminiformis	2017
Gemmobacter tilapiae	2013
Geoalkalibacter ferrihydriticus	2007
Geoalkalibacter subterraneus	2009
Geobacillus caldoxylosilyticus	2001
Geobacillus debilis	2004
Geobacillus galactosidasius	2012
Geobacillus gargensis	2004
Geobacillus icigianus	2015
Geobacillus jurassicus	2005
Geobacillus kaustophilus	2001
Geobacillus lituanicus	2004
Geobacillus pallidus	2004
Geobacillus stearothermophilus	2001
Geobacillus subterraneus	2001
Geobacillus tepidamans	2004
Geobacillus thermantarcticus	2012
Geobacillus thermocatenulatus	2001
Geobacillus thermodenitrificans	2001
Geobacillus thermoglucosidasius	2001
Geobacillus thermoleovorans	2001
Geobacillus toebii	2002
Geobacillus uzenensis	2001
Geobacillus vulcani	2004
Geobacter anodireducens	2014
Geobacter argillaceus	2007
Geobacter bemidjiensis	2005
Geobacter bremensis	2001
Geobacter chapellei	2001
Geobacter daltonii	2010
Geobacter grbiciae	2001
Geobacter hydrogenophilus	2001
Geobacter lovleyi	2009
Geobacter luticola	2013
Geobacter metallireducens	1995
Geobacter pelophilus	2001
Geobacter pickeringii	2007
Geobacter psychrophilus	2005
Geobacter soli	2014
Geobacter sulfurreducens	1995
Geobacter thiogenes	2007
Geobacter toluenoxydans	2010
Geobacter uraniireducens	2008
Geodermatophilus africanus	2013
Geodermatophilus amargosae	2014
Geodermatophilus aquaeductus	2015
Geodermatophilus arenarius	2013
Geodermatophilus brasiliensis	2014
Geodermatophilus bullaregiensis	2015
Geodermatophilus daqingensis	2017
Geodermatophilus dictyosporus	2015
Geodermatophilus nigrescens	2012
Geodermatophilus normandii	2013
Geodermatophilus obscurus	1968
Geodermatophilus poikilotrophus	2015
Geodermatophilus pulveris	2016
Geodermatophilus ruber	2011
Geodermatophilus sabuli	2015
Geodermatophilus saharensis	2013
Geodermatophilus siccatus	2013
Geodermatophilus soli	2013
Geodermatophilus taihuensis	2013
Geodermatophilus telluris	2013
Geodermatophilus terrae	2013
Geodermatophilus tzadiensis	2013
Geofilum rhodophaeum	2017
Geofilum rubicundum	2012
Geoglobus acetivorans	2009
Geoglobus ahangari	2002
Geomicrobium halophilum	2010
Geomicrobium sediminis	2014
Geopsychrobacter electrodiphilus	2005
Georgenia daeguensis	2012
Georgenia deserti	2018
Georgenia halophila	2010
Georgenia muralis	2002
Georgenia ruanii	2007
Georgenia satyanarayanai	2012
Georgenia sediminis	2013
Georgenia soli	2010
Georgenia subflava	2015
Georgenia thermotolerans	2009
Georgfuchsia toluolica	2011
Geosporobacter subterraneus	2007
Geothermobacter ehrlichii	2005
Geothermomicrobium terrae	2014
Geothrix fermentans	1999
Geotoga petraea	1993
Geotoga subterranea	1993
Geovibrio ferrireducens	2000
Geovibrio thiophilus	2002
Gibbsiella dentisursi	2013
Gibbsiella greigii	2015
Gibbsiella papilionis	2013
Gibbsiella quercinecans	2011
Giesbergeria anulus	2006
Giesbergeria giesbergeri	2006
Giesbergeria kuznetsovii	2006
Giesbergeria sinuosa	2006
Giesbergeria voronezhensis	2006
Gilliamella apicola	2013
Gilliamella apis	2018
Gilliamella bombi	2017
Gilliamella bombicola	2017
Gilliamella intestini	2017
Gilliamella mensalis	2017
Gillisia hiemivivida	2005
Gillisia illustrilutea	2005
Gillisia limnaea	2004
Gillisia mitskevichiae	2005
Gillisia myxillae	2006
Gillisia sandarakina	2005
Gilvibacter sediminis	2007
Gilvimarinus chinensis	2009
Gilvimarinus japonicus	2016
Gilvimarinus polysaccharolyticus	2015
Gimesia maris	2015
Glaciecola agarilytica	2007
Glaciecola arctica	2011
Glaciecola chathamensis	2006
Glaciecola lipolytica	2009
Glaciecola mesophila	2003
Glaciecola nitratireducens	2006
Glaciecola pallidula	1998
Glaciecola polaris	2004
Glaciecola psychrophila	2006
Glaciecola punicea	1998
Glaciibacter superstes	2009
Glaciihabitans tibetensis	2014
Glaciimonas alpina	2015
Glaciimonas frigoris	2016
Glaciimonas immobilis	2011
Glaciimonas singularis	2013
Globicatella sanguinis	1995
Globicatella sulfidifaciens	2001
Gluconacetobacter aggeris	2013
Gluconacetobacter asukensis	2012
Gluconacetobacter azotocaptans	2001
Gluconacetobacter diazotrophicus	1998
Gluconacetobacter entanii	2000
Gluconacetobacter europaeus	1998
Gluconacetobacter hansenii	1998
Gluconacetobacter intermedius	2000
Gluconacetobacter johannae	2001
Gluconacetobacter kakiaceti	2012
Gluconacetobacter kombuchae	2007
Gluconacetobacter liquefaciens	1998
Gluconacetobacter maltaceti	2013
Gluconacetobacter medellinensis	2013
Gluconacetobacter nataicola	2006
Gluconacetobacter oboediens	2000
Gluconacetobacter rhaeticus	2005
Gluconacetobacter sacchari	1999
Gluconacetobacter saccharivorans	2006
Gluconacetobacter sucrofermentans	2010
Gluconacetobacter swingsii	2005
Gluconacetobacter takamatsuzukensis	2013
Gluconacetobacter tumulicola	2012
Gluconacetobacter xylinus	1998
Gluconobacter albidus	2005
Gluconobacter asaii	1989
Gluconobacter cerevisiae	2014
Gluconobacter cerinus	1984
Gluconobacter frateurii	1989
Gluconobacter japonicus	2009
Gluconobacter kanchanaburiensis	2009
Gluconobacter kondonii	2008
Gluconobacter nephelii	2011
Gluconobacter oxydans	1961
Gluconobacter roseus	2008
Gluconobacter sphaericus	2008
Gluconobacter thailandicus	2005
Gluconobacter uchimurae	2012
Gluconobacter wancherniae	2010
Glutamicibacter ardleyensis	2016
Glutamicibacter arilaitensis	2016
Glutamicibacter bergerei	2016
Glutamicibacter creatinolyticus	2016
Glutamicibacter halophytocola	2017
Glutamicibacter mysorens	2016
Glutamicibacter nicotianae	2016
Glutamicibacter protophormiae	2016
Glutamicibacter soli	2016
Glutamicibacter uratoxydans	2016
Glycocaulis abyssi	2013
Glycocaulis albus	2014
Glycocaulis alkaliphilus	2015
Glycomyces albus	2014
Glycomyces algeriensis	2004
Glycomyces anabasis	2018
Glycomyces arizonensis	2004
Glycomyces artemisiae	2014
Glycomyces endophyticus	2008
Glycomyces fuscus	2014
Glycomyces halotolerans	2012
Glycomyces harbinensis	1985
Glycomyces lacisalsi	2016
Glycomyces lechevalierae	2004
Glycomyces mayteni	2009
Glycomyces paridis	2018
Glycomyces phytohabitans	2015
Glycomyces rhizosphaerae	2018
Glycomyces rutgersensis	1985
Glycomyces sambucus	2007
Glycomyces scopariae	2009
Glycomyces sediminimaris	2018
Glycomyces tarimensis	2015
Glycomyces tenuis	1991
Goodfellowia coeruleoviolacea	2006
Goodfellowiella coeruleoviolacea	2008
Gordonia aichiensis	1994
Gordonia alkaliphila	2013
Gordonia alkanivorans	1999
Gordonia amarae	1994
Gordonia amarae	1995
Gordonia amicalis	2000
Gordonia araii	2006
Gordonia bronchialis	1989
Gordonia caeni	2012
Gordonia cholesterolivorans	2009
Gordonia defluvii	2006
Gordonia desulfuricans	1999
Gordonia didemni	2016
Gordonia effusa	2006
Gordonia hankookensis	2009
Gordonia hirsuta	1996
Gordonia hongkongensis	2016
Gordonia humi	2011
Gordonia hydrophobica	1995
Gordonia iterans	2014
Gordonia jinhuaensis	2014
Gordonia kroppenstedtii	2009
Gordonia lacunae	2009
Gordonia malaquae	2007
Gordonia namibiensis	2002
Gordonia neofelifaecis	2011
Gordonia nitida	2000
Gordonia otitidis	2005
Gordonia paraffinivorans	2003
Gordonia phosphorivorans	2013
Gordonia phthalatica	2017
Gordonia polyisoprenivorans	1999
Gordonia rhizosphera	1998
Gordonia rubripertincta	1989
Gordonia shandongensis	2007
Gordonia sihwensis	2003
Gordonia sinesedis	2003
Gordonia soli	2006
Gordonia sputi	1989
Gordonia terrae	1989
Gordonia westfalica	2002
Gordonibacter faecihominis	2015
Gordonibacter pamelaeae	2009
Gordonibacter urolithinfaciens	2014
Gorillibacterium massiliense	2017
Gottschalkia acidurici	2017
Gottschalkia purinilytica	2017
Gracilibacillus alcaliphilus	2014
Gracilibacillus bigeumensis	2012
Gracilibacillus boraciitolerans	2007
Gracilibacillus dipsosauri	1999
Gracilibacillus halophilus	2008
Gracilibacillus halotolerans	1999
Gracilibacillus kekensis	2012
Gracilibacillus lacisalsi	2008
Gracilibacillus massiliensis	2017
Gracilibacillus orientalis	2006
Gracilibacillus saliphilus	2009
Gracilibacillus thailandensis	2010
Gracilibacillus ureilyticus	2010
Gracilibacter thermotolerans	2006
Gracilimonas amylolytica	2018
Gracilimonas halophila	2017
Gracilimonas mengyeensis	2013
Gracilimonas rosea	2013
Gracilimonas tropica	2009
Grahamella peromysci	1984
Grahamella talpae	1984
Gramella aestuarii	2013
Gramella aestuariivivens	2015
Gramella antarctica	2018
Gramella aquimixticola	2015
Gramella echinicola	2005
Gramella gaetbulicola	2011
Gramella lutea	2015
Gramella marina	2010
Gramella oceani	2014
Gramella planctonica	2014
Gramella portivictoriae	2005
Gramella salexigens	2018
Gramella sediminilitoris	2016
Granulibacter bethesdensis	2006
Granulicatella adiacens	2000
Granulicatella balaenopterae	2000
Granulicatella elegans	2000
Granulicella acidiphila	2017
Granulicella aggregans	2010
Granulicella arctica	2012
Granulicella cerasi	2014
Granulicella mallensis	2012
Granulicella paludicola	2010
Granulicella pectinivorans	2010
Granulicella rosea	2010
Granulicella sapmiensis	2012
Granulicella tundricola	2012
Granulicoccus phenolivorans	2007
Granulosicoccus antarcticus	2008
Granulosicoccus coccoides	2010
Granulosicoccus marinus	2014
Granulosicoccus undariae	2015
Grimontia celer	2016
Grimontia hollisae	2003
Grimontia marina	2013
Gryllotalpicola daejeonensis	2012
Gryllotalpicola ginsengisoli	2012
Gryllotalpicola koreensis	2012
Gryllotalpicola kribbensis	2012
Gryllotalpicola reticulitermitis	2015
Gryllotalpicola soli	2014
Guggenheimella bovis	2005
Gulbenkiania indica	2010
Gulbenkiania mobilis	2007
Gulosibacter chungangensis	2012
Gulosibacter molinativorax	2004
Guyparkeria halophila	2017
Guyparkeria hydrothermalis	2017
Gynuella sunshinyii	2015
Haematobacter massiliensis	2007
Haematobacter missouriensis	2007
Haematomicrobium sanguinis	2017
Haematospirillum jordaniae	2016
Haemobartonella canis	1984
Haemobartonella felis	1984
Haemobartonella muris	1939
Haemophilus actinomycetemcomitans	1985
Haemophilus aegyptius	1950
Haemophilus aphrophilus	1940
Haemophilus avium	1977
Haemophilus ducreyi	1923
Haemophilus equigenitalis	1983
Haemophilus felis	1999
Haemophilus haemoglobinophilus	1939
Haemophilus haemolyticus	1923
Haemophilus influenzae	1917
Haemophilus massiliensis	2017
Haemophilus paracuniculus	1984
Haemophilus paragallinarum	1969
Haemophilus parahaemolyticus	1953
Haemophilus parainfluenzae	1922
Haemophilus paraphrohaemolyticus	1971
Haemophilus paraphrophilus	1968
Haemophilus parasuis	1969
Haemophilus piscium	1950
Haemophilus pittmaniae	2005
Haemophilus pleuropneumoniae	1964
Haemophilus segnis	1977
Haemophilus sputorum	2012
Haemophilus vaginalis	1955
Hafnia alvei	1954
Hafnia paralvei	2010
Hafnia psychrotolerans	2015
Hahella antarctica	2008
Hahella chejuensis	2001
Hahella ganghwensis	2005
Haladaptatus cibarius	2010
Haladaptatus litoreus	2010
Haladaptatus pallidirubidus	2015
Haladaptatus paucihalophilus	2007
Halalkalibacillus halophilus	2007
Halalkalicoccus jeotgali	2007
Halalkalicoccus tibetensis	2005
Halanaeroarchaeum sulfurireducens	2016
Halanaerobacter chitinivorans	1996
Halanaerobacter jeridensis	2012
Halanaerobacter lacunarum	1995
Halanaerobacter salinarius	1999
Halanaerobaculum tunisiense	2009
Halanaerobium acetethylicum	1995
Halanaerobium alcaliphilum	1995
Halanaerobium congolense	1998
Halanaerobium fermentans	2000
Halanaerobium kushneri	1999
Halanaerobium lacusrosei	1995
Halanaerobium praevalens	1984
Halanaerobium saccharolyticum	1995
Halanaerobium salsuginis	1994
Halanaerobium sehlinense	2013
Halapricum salinum	2014
Halarchaeum acidiphilum	2010
Halarchaeum grantii	2015
Halarchaeum nitratireducens	2013
Halarchaeum rubridurum	2013
Halarchaeum salinum	2013
Halarchaeum solikamskense	2014
Halarsenatibacter silvermanii	2010
Haliangium ochraceum	2002
Haliangium tepidum	2002
Haliea atlantica	2015
Haliea mediterranea	2010
Haliea rubra	2009
Haliea salexigens	2008
Halioglobus japonicus	2012
Halioglobus lutimaris	2018
Halioglobus pacificus	2012
Haliscomenobacter hydrossis	1973
Hallella seregens	1994
Haloactinobacterium album	2010
Haloactinomyces albus	2017
Haloactinopolyspora alba	2011
Haloactinopolyspora alkaliphila	2014
Haloactinospora alba	2008
Haloarchaeobius amylolyticus	2015
Haloarchaeobius baliensis	2016
Haloarchaeobius iranensis	2012
Haloarchaeobius litoreus	2014
Haloarchaeobius salinus	2015
Haloarcula amylolytica	2007
Haloarcula argentinensis	1997
Haloarcula hispanica	1986
Haloarcula japonica	1991
Haloarcula marismortui	1990
Haloarcula mukohataei	1997
Haloarcula quadrata	1999
Haloarcula salaria	2011
Haloarcula tradensis	2011
Haloarcula vallismortis	1986
Halobacillus aidingensis	2005
Halobacillus alkaliphilus	2008
Halobacillus andaensis	2015
Halobacillus campisalis	2007
Halobacillus dabanensis	2005
Halobacillus faecis	2007
Halobacillus halophilus	1996
Halobacillus karajensis	2003
Halobacillus kuroshimensis	2007
Halobacillus litoralis	1996
Halobacillus locisalis	2004
Halobacillus mangrovi	2008
Halobacillus naozhouensis	2012
Halobacillus profundi	2007
Halobacillus salicampi	2016
Halobacillus salinus	2003
Halobacillus salsuginis	2009
Halobacillus sediminis	2015
Halobacillus seohaensis	2008
Halobacillus trueperi	1996
Halobacillus yeomjeoni	2005
Halobacteriovorax litoralis	2015
Halobacteriovorax marinus	2015
Halobacterium cutirubrum	1957
Halobacterium denitrificans	1986
Halobacterium distributum	1989
Halobacterium halobium	1957
Halobacterium jilantaiense	2006
Halobacterium lacusprofundi	1989
Halobacterium litoreum	2017
Halobacterium mediterranei	1983
Halobacterium noricense	2005
Halobacterium pharaonis	1983
Halobacterium piscisalsi	2008
Halobacterium rubrum	2015
Halobacterium saccharovorum	1977
Halobacterium salinarum	1957
Halobacterium sodomense	1983
Halobacterium trapanicum	1957
Halobacterium vallismortis	1979
Halobacterium volcanii	1975
Halobacteroides acetoethylicus	1989
Halobacteroides elegans	1997
Halobacteroides halobius	1984
Halobacteroides lacunaris	1992
Halobaculum gomorrense	1995
Halobaculum magnesiiphilum	2013
Halobaculum roseum	2017
Halobellus clavatus	2011
Halobellus inordinatus	2013
Halobellus limi	2012
Halobellus litoreus	2014
Halobellus ramosii	2015
Halobellus rarus	2014
Halobellus rufus	2014
Halobellus salinus	2012
Halobiforma haloterrestris	2002
Halobiforma lacisalsi	2005
Halobiforma nitratireducens	2002
Halobium palmae	2016
Halobium salinum	2018
Halocalculus aciditolerans	2015
Halocella cellulosilytica	1994
Halochromatium glycolicum	1998
Halochromatium roseum	2007
Halochromatium salexigens	1998
Halococcus agarilyticus	2015
Halococcus dombrowskii	2002
Halococcus hamelinensis	2006
Halococcus morrhuae	1973
Halococcus qingdaonensis	2007
Halococcus saccharolyticus	1990
Halococcus salifodinae	1994
Halococcus sediminicola	2014
Halococcus thailandensis	2007
Halococcus turkmenicus	1989
Halocynthiibacter arcticus	2015
Halocynthiibacter arcticus	2015
Halocynthiibacter namhaensis	2014
Halodesulfovibrio aestuarii	2016
Halodesulfovibrio marinisediminis	2016
Halodesulfovibrio oceani	2016
Halodesulfovibrio spirochaetisodalis	2017
Halodesulfurarchaeum formicicum	2017
Halodurantibacterium flavum	2015
Haloechinothrix alba	2010
Haloferax alexandrinus	2002
Haloferax chudinovii	2014
Haloferax denitrificans	1989
Haloferax elongans	2008
Haloferax gibbonsii	1986
Haloferax larsenii	2007
Haloferax lucentense	2004
Haloferax mediterranei	1987
Haloferax mucosum	2008
Haloferax namakaokahaiae	2017
Haloferax prahovense	2007
Haloferax sulfurifontis	2004
Haloferax volcanii	1986
Haloferula chungangensis	2013
Haloferula harenae	2008
Haloferula helveola	2008
Haloferula luteola	2011
Haloferula phyci	2008
Haloferula rosea	2008
Haloferula sargassicola	2008
Halofilum ochraceum	2017
Halogeometricum borinquense	1998
Halogeometricum rufum	2010
Haloglycomyces albus	2009
Halogranum amylolyticum	2011
Halogranum gelatinilyticum	2011
Halogranum rubrum	2010
Halogranum salarium	2012
Halohasta litchfieldiae	2013
Halohasta litorea	2013
Haloimpatiens lingqiaonensis	2016
Haloincola saccharolyticus	1992
Halolactibacillus alkaliphilus	2008
Halolactibacillus halophilus	2005
Halolactibacillus miurensis	2005
Halolamina litorea	2016
Halolamina pelagica	2011
Halolamina rubra	2014
Halolamina salifodinae	2013
Halolamina salina	2013
Halolamina sediminis	2015
Halomarina oriensis	2011
Halomarina rubra	2018
Halomarina salina	2016
Halomethanococcus doii	1988
Halomicroarcula limicola	2014
Halomicroarcula pellucida	2013
Halomicroarcula salina	2015
Halomicrobium katesii	2008
Halomicrobium mukohataei	2002
Halomicrobium zhouii	2012
